TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages
N13708,,,Evans 17316,Free,"Powers, Peter, 1728-1800.",1781,"Tyranny and Toryism exposed: being the substance of two sermons, preached at Newbury, Lord's Day, September 10th, 1780. / By Peter Powers, A.M. Pastor of the church in said Newbury and Haverhill.","United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Sermons -- 1780.",16
N13709,,,Evans 17318,Free,"Rathbun, Valentine, b. 1724.",1781,"An account of the matter, form, and manner of a new and strange religion, taught and propagated by a number of Europeans, living in a place called Nisqueunia, in the state of New York. Written by Valentine Rathbun, Minister of the Gospel. ; [Two lines of quotation]",Shakers -- New York (State).; Shakers.; Watervliet (N.Y.) -- Church history.,24
N13742,,,Evans 17362,Free,"Rush, Benjamin, 1746-1813.",1781,"The new method of inoculating for the small pox; delivered in a lecture in the University of Philadelphia, Feb. 20th, 1781. / By Benjamin Rush, M.D.",Smallpox -- Vaccination,29
N13745,,,Evans 17368,Free,"Seward, Anna, 1742-1809.; Andre, John, 1751-1780.",1781,"Monody on Major Andre. By Miss Seward. (Author of the elegy on Capt. Cook) ; To which are added, letters addressed to her by Major Andre, in the year 1769.","Andre, John, 1751-1780 -- Poetry.; Executions and executioners -- United States.; United States -- History -- Revolution, 1775-1783 -- Poetry.; Elegies.; Poems -- 1781.",37
N13748,,,Evans 17372,Free,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773.",1781,"Lord Chesterfield's advice to his son, on men and manners: or, A new system of education. In which the principles of politeness, the art of acquiring a knowledge of the world, with every instruction necessary to form a man of honor, virtue, taste, and fashion, are laid down in a plain, easy, familiar manner, adapted to every station and capacity. : The whole arranged on a plan entirely new.; Letters to his son. Selections",Conduct of life -- Early works to 1800.; Etiquette -- Early works to 1800; Happiness -- Early works to 1800,134
N13761,,,Evans 17390,Free,"France. Treaties, etc. United States, 1778 Feb. 6.; United States. Articles of Confederation.; United States. Constitution.; United States. Declaration of Independence.",1781,The Constitutions of the several independent states of America; the Declaration of Independence; the Articles of Confederation between the said states; the treaties between His Most Christian Majesty and the United States of America. : Published by order of Congress.,Constitutions -- United States -- States,227
N13777,,,Evans 17410,Free,"Virginia. Council of State.; Jefferson, Thomas, 1743-1826.",1781,"In Council, January 13, 1781. Sir, The invasion of our country by the enemy at the close of the late session of Assembly, their pushing immediately to this place, the dispersion of the public papers, which for the purpose of saving them necessarily took place, and the injury done at the printing office, have been so many causes operating unfortunately to the delay of transmitting you those acts of Assembly which required immediate execution. ...",Virginia. -- Militia.; Broadsides.,2
N13778,,,Evans 17411,Free,"Virginia. Council of State.; Jefferson, Thomas, 1743-1826.; Virginia. Laws, etc.",1781,"In Council, March 26, 1781. Sir, I enclose you by express, three acts of the last session of Assembly for ascertaining the number of militia in the state ...",Virginia. -- Militia.; Broadsides.,2
N13784,,,Evans 17424,Free,"Webb, Elizabeth.; Boehme, Anton Wilhelm, 1673-1722.",1781,"A letter from Elizabeth Webb to Anthony William Boehm, with his answer.; Letter from Elizabeth Webb",Society of Friends.,44
N13795,,,Evans 17436,Free,"Wharton, Charles Henry, 1748-1833.; Bell, John.; Brunton, Richard, d. 1832, engraver.",1781,"A poetical epistle to His Excellency George Washington, Esquire; commander in chief of the armies of the United States of America. From an inhabitant of the state of Maryland. ; To which is annexed, a short sketch of General Washington's life and character. ; [Eight lines of quotations]","Washington, George, 1732-1799.; Washington, George, 1732-1799 -- Poetry.; Washington, George, 1732-1799 -- Portraits, caricatures, etc.; Poems -- 1781.",25
N13797,,,Evans 17438,Free,"Willard, Joseph, 1741-1828.",1781,"The duty of the good and faithful soldier. Attempted in a sermon delivered at Mendon, Lord's Day March 25, 1781. / By Joseph Willard, A.M. Pastor of the First Church of Christ in Mendon. ; Published at the request of many of the hearers. ; [Three lines of Scripture texts]","Soldiers -- Conduct of life.; United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Sermons -- 1781.",23
N13800,,,Evans 17441,Free,"Winchester, Elhanan, 1751-1797.",1781,"The seed of the woman bruising the serpent's head. A discourse delivered at the Baptist Meeting House, in Philadelphia, Sunday April 22, 1781. / By Elhanan Winchester. ; Published by request.",Salvation.; Redemption.; Universalism.,58
N13807,,,Evans 17449,Free,"Adams, Zabdiel, 1739-1801.",1782,"A sermon, on the duty and importance of ministers making the sacred Sriptures the rule and standard of their preaching, delivered at Westford, January 2d, 1782. In presence of the pastors and deacons of several of the neighboring churches, who were convened, in order to confer with the Reverend Mr. Scribner, relative to certain doctrines he had been charged with preaching. / By Zabdiel Adams, A.M. Pastor of the church in Lunenburgh.","Scribner, Matthew, 1746-1813.; Congregational churches -- Massachusetts -- Government.; Preaching.; Sermons -- 1782.",30
N13808,,,Evans 17450,Free,"Adams, Zabdiel, 1739-1801.; Massachusetts. General Court.",1782,"A sermon preached before His Excellency John Hancock, Esquire; governor; His Honor Thomas Cushing, Esquire; lieutenant governor; the Honorable the Council, and the Honorable the Senate, and House of Representatives of the Commonwealth of Massachusetts, May 29, 1782, being the day of general election. By Zabdiel Adams, A.M. Pastor of the church in Lunenburg.","Political science.; Massachusetts -- Politics and government -- Revolution, 1775-1783.; Election sermons -- Massachusetts -- 1782.",59
N13821,,,Evans 17464,Free,"Backus, Isaac, 1724-1806.",1782,"The doctrine of universal salvation examined and refuted. Containing, a concise and distinct answer to the writings of Mr. Relly, and Mr. Winchester, upon that subject. / By Isaac Backus, Preacher of the Gospel. ; [Three lines from Jude]","Relly, James, 1722?-1778.; Winchester, Elhanan, 1751-1797.; Salvation.; Universalism.; Booksellers' advertisements -- Rhode Island -- Providence.; Booksellers' advertisements -- Massachusetts -- Boston.",47
N13825,,,Evans 17472,Free,"Benezet, Anthony, 1713-1784.",1782,"The plainness and innocent simplicity of the Christian religion. With its salutary effects, compared to the corrupting nature and dreadful effects of war. : With some account of the blessing which attends on a spirit influenced by Divine love, producing peace and good will to men. : [Ten lines of quotations] / Collected by Anthony Benezet.",War and religion.; Christianity.,48
N13836,,,Evans 17489,Free,"Chauncy, Charles, 1705-1787.; Clarke, John, 1755-1798, ed.",1782,"Salvation for all men, illustrated and vindicated as a Scripture doctrine, in numerous extracts from a variety of pious and learned men, who have purposely writ upon the subject. : Together with their answer to the objections urged against it. / By one who wishes well to all mankind. ; [Two lines of quotation]",Salvation.; Universalism.,31
N13851,,,Evans 17509,Free,"Deane, Silas, 1737-1789.; United States. Declaration of Independence.",1782,"Paris papers; or Mr. Silas Deane's late intercepted letters, to his brothers, and other intimate friends, in America. To which are annexed for comparison, the Congressional declaration of indepedendency in July 1776, and that now inculating [sic] among the revolted provinces, with the never-to-be-forgotten orders of the rebel general in August 1776, for preventing a pacification.","United States. -- Declaration of Independence.; United States -- History -- Revolution, 1775-1783.; United States -- Foreign relations -- Revolution, 1775-1783.; United States -- Foreign relations -- France.; France -- Foreign relations -- United States.",209
N13861,,,Evans 17520,Free,,1782,"A Dialogue, between the Devil and George III. tyrant of Britain, &c. &c. &c. &c.","George -- III, -- King of Great Britain, 1738-1820.; United States -- History -- Revolution, 1775-1783 -- Humor; Dialogues.; Satires.",24
N13863,,,Evans 17524,Free,"Eckley, Joseph, 1750-1811.",1782,"Divine glory, brought to view, in the condemnation of the ungodly: or The doctrine of future punishment, illustrated and vindicated, as rational and true. In reply to a late pamphlet, entitled, Salvation for all men. / By a friend to truth. ; [One line from John]","Chauncy, Charles, 1705-1787. -- Salvation for all men.; Chauncy, Charles, 1705-1787. -- Divine glory brought to view in the salvation of all men.; Relly, James, 1722?-1778. -- Union: or A treatise of the consanguinity and affinity between Christ and his church ...; Future punishment.; Universalism.; Salvation.",59
N13864,,,Evans 17525,Free,"Edwards, Jonathan, 1703-1758.; Edwards, Jonathan, 1745-1801, ed.; Erskine, John, 1721?-1803, ed.",1782,"A history of the work of redemption. Containing the outlines of a body of divinity, in a method entirely new. / By the late Reverend Mr. Jonathan Edwards, president of the College of New Jersey[.]",Redemption.; Salvation.,303
N13869,,,Evans 17531,Free,"Evans, Israel, 1747-1807.; Lafayette, Marie Joseph Paul Yves Roch Gilbert du Motier, Marquis de, 1757-1834, dedicatee.",1782,"A discourse delivered near York in Virginia, on the memorable occasion of the surrender of the British Army to the allied forces of America and France, before the Brigade of New York troops and the division of American light-infantry, under the command of the Marquis de la Fayette. / By Israel Evans, A.M. Chaplain to the troops of New Hampshire. ; (On the 13th day of December, the day of general thanksgiving, this discourse, nearly in its present form was delivered in the Second Presbyterian Church in Philadelphia. ...","Yorktown (Va.) -- History -- Siege, 1781.; United States -- History -- Revolution, 1775-1783 -- Poetry.; Thanksgiving sermons -- 1781 Dec. 13.; Poems -- 1782.",45
N13884,,,Evans 17554,Free,"Hammon, Jupiter, 1711-ca. 1800.",1782,"A winter piece: being a serious exhortation, with a call to the unconverted: and a short contemplation on the death of Jesus Christ. / Written by Jupiter Hammon, a Negro man belonging to Mr. John Lloyd, of Queen's Village, on Long Island, now in Hartford. ; Published by the author with the assistance of his friends.",Jesus Christ -- Crucifixion.; Conversion -- Christianity; Christian life.; Death -- Poetry.; Christian poetry.; Juvenile literature -- Poetry -- 1782.,25
N13900,,,Evans 17578,Free,"Mackenzie, Henry, 1745-1831.",1782,"Julia de Roubigne, a sentimental novel. In a series of letters. / Published by the author of The man of feeling and The man of the world. ; In two volumes. Vol. I[-II].",,239
N13924,,,Evans 17603,Free,"Mather, Samuel, 1706-1785.",1782,"All men will not be saved forever: or, An attempt to prove, that this is a Scriptural doctrine; and to give a sufficient answer to the publisher of extracts in favor of the salvation of all men. By Samuel Mather, D.D. Pastor of a church in American Boston. ; [Seven lines of quotations in Latin]","Chauncy, Charles, 1705-1787. -- Salvation for all men ...; Salvation.; Universalism.",31
N13926,,,Evans 17579; Evans 17605,Free,"Mackenzie, Henry, 1745-1831.; Merrick, James, 1720-1769.; Rousseau, Jean-Jacques, 1712-1778, dedicatee.; Rousseau, Jean-Jacques, 1712-1778. Eloisa.; Mercer, Thomas, b. 1709. Sentimental sailor.",1782,"The man of feeling: a novel, / by Mr. Mackenzie, of Edinburg. Author of Julia de Roubigne, and The man of the world. ; With The sentimental sailor. A poem, originating from Rousseau's Eloisa. ; [Six lines of verse from Propertius]",Poems -- 1782.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,112
N13927,,,Evans 17606,Free,"Minot, George Richards, 1758-1802.",1782,"An oration delivered March 5, 1782. At the request of the inhabitants of the town of Boston; to commemorate the bloody tragedy of the fifth of March, 1770. / By George Richards Minot. ; [Five lines of Latin quotations]","Boston Massacre, 1770 -- Anniversaries, etc.; United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.",15
N13928,,,Evans 17607,Free,"Moore, John, 1729-1802.; Massachusetts Medical Society. Charter.",1783,"An essay on the causes, nature, and cure, of consumptions. In a letter to a friend. / By John Moore, M.D. ; To which is prefixed, the charter of the Massachusetts Medical Society. ; [Six lines of verse from Armstrong]","Tuberculosis.; Medicine -- Societies, etc.; Tuberculosis.; Booksellers' advertisements -- Massachusetts -- Boston.",47
N13956,,,Evans 17655,Free,"Payson, Phillips, 1736-1801.",1782,"A memorial of Lexington Battle, and of some signal interpositions of Providence in the American Revolution. A sermon preached at Lexington, on the nineteenth of April, 1782. The anniversary of the commencement of the war between Great Britain and America, which opened in a most tragical scene, in that town, on the nineteenth of April, 1775. / By Phillips Payson, A.M. Pastor of the church in Chelsea. ; [Two lines in Latin from Virgil]","Lexington, Battle of, Lexington, Mass., 1775 -- Anniversaries, etc.; United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Anniversary sermons -- 1782.",23
N13970,,,Evans 17678,Free,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1782,"Emma Corbett: exhibiting Henry and Emma, the faithful modern lovers; as delineated by themselves, in their original letters. / Published by Courtney Melmoth, author of The pupil of pleasure, &c. &c. ; [Four lines from Pratt] ; Three volumes complete in one.","United States -- History -- Revolution, 1775-1783 -- Fiction.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.",145
N13972,,,Evans 17681,Free,"Rathbun, Valentine, b. 1724.",1782,"A brief account of a religious scheme, taught and propagated by a number of Europeans, who lately lived in a place called Nisqueunia, in the state of New York, but now residing in Harvard, Commonwealth of Massachusetts, commonly called, Shaking Quakers. / By Valentine Rathbun, Minister of the Gospel. ; [Two lines from Proverbs] ; To which is added, A dialogue between George the Third of Great Britain, and his ministers; giving an account of the late London mob, and the original of the sect called Shakers. ; The whole being a discovery of the wicked machinations of the principal enemies of America.",Shakers.; Harvard (Mass.) -- Church history.; Watervliet (N.Y.) -- Church history.; Dialogues.,36
N13973,,,Evans 17682,Free,"Rathbun, Valentine, b. 1724.",1782,"Some brief hints of a religious scheme, taught and propagated by a number of Europeans, living in a place called Nisqueunia, in the state of New York. / Written by Valentine Rathbun, Minister of the Gospel. ; [Two lines from Proverbs]",Shakers.; Watervliet (N.Y.) -- Church history.,25
N13977,,,Evans 17686,Free,"Raynal, abbe (Guillaume-Thomas-Francois), 1713-1796",1782,"The revolution of America. By the abbe Raynal, author of The philosophical and political history of the establishments and commerce of the Europeans in both the Indies.; Revolution de l'Amerique. English","United States -- History -- Revolution, 1775-1783.; United States -- Politics and government -- Revolution, 1775-1783.",93
N14001,,,Evans 17717; Evans 12557,Free,Black.,1782,"A sermon, on the present situation of the affairs of America and Great Britain. Written by a Black, and printed at the request of several persons of distinguished characters.","United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Sermons -- 1781.",11
N14006,,,Evans 17722,Free,"Smith, Robert, 1723-1793.",1782,"The obligations of the confederate states of North America to praise God. Two sermons. Preached at Pequea, December 13, 1781, the day recommended by the honorable Congress to the several states, to be observed as a day of thanksgiving to God, for the various interpositions of his providence in their favor, during their contest with Great Britain, particularly those of the present year, crowned by the capture of Lord Cornwallis with his whole army. / By Robert Smith, A.M. Minister of the Gospel at Pequea. : Published by request.","United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Thanksgiving sermons -- 1781 Dec. 13.",38
N14018,,,Evans 17735,Free,"Tailor, Amos, b. 1748.",1782,"A narrative of the strange principles, conduct and character of the people known by the name of Shakers: whose errors have spread in several parts of North America, but are beginning to diminish, and ought to be guarded against. : In two numbers. / By Amos Tailor. Late of their number, and acquainted with them in five different governments for ten months. ; Number I. Wherein their whole constitution is laid open, more particularly the method used by that people in making their proselytes.",Shakers -- United States.; Advertisements -- Printing.,23
N14020,,,Evans 17740,Free,"Thomas, David, 1732-ca. 1815.",1782,"The novelty of novelties examined: or, The new system of religion compared with ancient Scriptures, and found to be contrary to them all. Being some friendly remarks on Mr. Winchester's late sermon, entitled The seed of the woman bruising the serpent's head. / By David Thomas. A.M. ; [Three lines of quotations]","Winchester, Elhanan, 1751-1797. -- Seed of the woman bruising the serpent's head.; Universalism.; Redemption.; Salvation.",38
N14029,,,Evans 17750,Free,"Trumbull, John, 1750-1831.",1782,"M'Fingal: a modern epic poem, in four cantos. : [Nine lines in Latin from Horace]","United States -- History -- Revolution, 1775-1783 -- Poetry.; Poems -- 1782.",100
N14046,,,Evans 17772,Free,"How, Robert, 1732-1786.; United States. Continental Army. Court Martial (How : 1781-1782).",1782,"Proceedings of a general court martial, held at Philadelphia, in the state of Pennsylvania, by order of His Excellency General Washington, commander in chief of the army of the United States of America, for the trial of Major General How, December 7, 1781. Major General Baron Steuben, president.","How, Robert, 1732-1786.; Courts-martial and courts of inquiry -- United States.; Military offenses -- United States.; Trials (Military offenses) -- United States.; United States -- History -- Revolution, 1775-1783.",31
N14066,,,Evans 17803,Free,"Winchester, Elhanan, 1751-1797.",1782,"The outcasts comforted. A sermon delivered at the University in Philadelphia, January 4, 1782, to the members of the Baptist Church, who have been rejected by their brethren, for holding the doctrine of the final restoration of all things. / By Elhanan Winchester. ; Published at the earnest desire of the hearers. ; [Five lines from Acts]","First Baptist Church (Philadelphia, Pa.).; Salvation.; Universalism.; Sermons -- 1782.",19
N14070,,,Evans 17807,Free,"Adams, Zabdiel, 1739-1801.",1783,"The evil designs of men made subservient by God to the public good; particularly illustrated in the rise, progress and conclusion of the American war. : A sermon preached at Lexington, on the nineteenth of April, 1783; being the anniversary of the commencement of the war between Britain and America, which broke out in that town on the 19th of April, 1775. / By Zabdiel Adams, A.M. Pastor of the Church in Lunenburgh. ; [One line from I. Kings]","Lexington, Battle of, Lexington, Mass., 1775 -- Anniversaries, etc.; United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Anniversary sermons -- 1783.",38
N14071,,,Evans 17808,Free,"Pelham, M., 1755-1836.; Anspach, Elizabeth, Margravine of, 1750-1828, dedicatee.",1783,The adventures of a hackney coach.,Juvenile literature -- 1783.,159
N14075,,,Evans 17453; Evans 17812,Free,"Allen, Timothy, 1715-1806.",1783,"Salvation for all men, put out of all dispute. By Timothy Allen, A.M. and V.D.M. Granville, Massachusetts. ; [Eight lines of quotations]","Chauncy, Charles, 1705-1787. -- Salvation for all men ...; Salvation.; Universalism.",58
N14085,,,Evans 17823; Evans 17842,Free,"Avery, David, 1746-1818.",1783,"A narrative of the rise and progress of the difficulties which have issued in a separation between the minister and people of Bennington, 1783. With a valedictory address. / By David Avery, V.D.M. ; [Three lines of quotations]","Avery, David, 1746-1818.; First Congregational Church (Bennington, Vt.).; Congregational churches -- Vermont -- Government.; Farewell sermons -- 1783.",54
N14086,,,Evans 17824,Free,"Backus, Isaac, 1724-1806.",1783,"A door opened for equal Christian liberty, and no man can shut it. This proved by plain facts. : [Five lines of Scripture texts]",Freedom of religion -- Massachusetts.; Church and state.; Baptists -- Massachusetts.; Booksellers' advertisements -- Massachusetts -- Boston.,16
N14090,,,Evans 17828,Free,"Mitchell, Stephen Mix, 1743-1835.; Marsh, John, 1742-1821. Great sin and danger of striving with God. Selections.",1783,"A narrative of the life of William Beadle, of Wethersfield, in the state of Connecticut. Containing I. The particulars of the ""horrid massacre"" of himself and family. II. Extracts from the Rev. Mr. Marsh's sermon at the funeral of his wife and children.","Beadle, William, 1730?-1782.; Beadle, Lydia, 1750?-1782.; Beadle family.; Murder -- Connecticut -- Wethersfield.; Funeral sermons -- 1782.",23
N14091,,,Evans 17829,Free,"Beckwith, George, 1703-1794.",1783,"An attempt to show and maintain, the wisdom, justice, equity and fitness of God's annexing eternal rewards and punishments to his righteous laws. For the exciting and enforcing man's obedience thereunto, and all necessary, for the best good of mankind. : Calculated also, to show the error, falsness and danger of the wicked doctrine of universal salvation. : Argued in two discourses delivered in Lyme, North-Parish, Lord's Day, January 26, 1783. / By George Beckwith, A.M. Pastor of the Third Church in Lyme.",Salvation.; Universalism.; Sermons -- 1783.,24
N14096,,,Evans 17839,Free,"Cooper, David, 1725-1795.; Benezet, Anthony, 1713-1784.",1783,"A serious address to the rulers of America on the inconsistency of their conduct respecting slavery: forming a contrast between the encroachments of England on American liberty, and American injustice in tolerating slavery. : [Two lines of quotation]",Slavery -- United States -- Controversial literature -- 1783.,34
N14113,,,Evans 17861,Free,"Burke, Aedanus, 1743-1802.",1783,"An address to the freemen of the state of South Carolina. Containing political observations on the following subjects, viz. I. On the citizens making a temporary submission to the British arms, after the reduction of Charlestown in 1780. II. On Governor Rutledge's proclamation of the 27th of September, 1781. III. On the mode of conducting the election, for the assembly at Jacksonborough. IV. On the exclusion act, which cuts off the citizens from the rights of election. V. On the confiscation act. VI. On the amercement act. VII. The conclusion, with remarks to prove the necessity of an amnesty, or act of oblivion. / By Cassius. ; Supposed to be written by Aedanus Burke, Esquire, one of the chief justices of the state of South Carolina. ; [Four lines of verse]","American loyalists -- South Carolina.; South Carolina -- Politics and government -- Revolution, 1775-1783.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.",33
N14115,,,Evans 17863,Free,"Burke, Aedanus, 1743-1802.",1783,"Considerations on the Society or Order of Cincinnati; lately instituted by the major-generals, brigadier-generals, and other officers of the American army. Proving that it creates a race of hereditary patricians, or nobility. : Interspersed with remarks on its consequences to the freedom and happiness of the republic. : Addressed to the people of South Carolina, and their representatives. / By Cassius. ; Supposed to be written by Aedanus Burke, Esquire, one of the chief justices of the state of South Carolina. ; [One line of Scripture text]",Society of the Cincinnati.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,17
N14120,,,Evans 17870,Free,"Chauncy, Charles, 1705-1787.",1783,Divine glory brought to view in the final salvation of all men. A letter to the friend to truth. / By one who wishes well to all mankind. ; [Three lines of Scripture texts],"Eckley, Joseph, 1750-1811. -- Divine glory, brought to view, in the condemnation of the ungodly.; Universalism.; Salvation.",19
N14122,,,Evans 17872,Free,"Annapolis Circulating Library.; Clark, Stephen.",1786,"A catalogue of the Annapolis Circulating Library, consisting of near fifteen hundred volumes ... Which are lent to read, by Stephen Clark, bookseller, stationer and bookbinder, in Church-Street, Annapolis ...",Subscription libraries -- Maryland -- Annapolis.; Rental libraries -- Maryland -- Annapolis.; Library catalogues -- Maryland -- Annapolis.,49
N14140,,,Evans 17899,Free,"Cumings, Henry, 1739-1823.; Massachusetts. General Court.",1783,"A sermon preached before His Honor Thomas Cushing, Esquire; lieutenant governor, the Honorable the Council, and the two branches of the General Court of the Commonwealth of Massachusetts May 28, 1783. Being the anniversary of general election. / By Henry Cumings, A.M. Pastor of the church in Billerica.",Election sermons -- Massachusetts -- 1783.,54
N14145,,,Evans 17905,Free,"Moderate Whig.; Washington, George, 1732-1799, dedicatee.",1783,"Defensive arms vindicated; and the lawfulness of the American war made manifest. To which is added, a short receipt for a Continental disease, &c. : Dedicated to His Excellency General Washington. / By a moderate Whig.","Despotism.; United States -- History -- Revolution, 1775-1783 -- Causes.",56
N14155,,,Evans 17918,Free,,1783,"The Double conspiracy, or Treason discovered but not punished. A matter of fact, delineated after the life, in the form of a play. : [One line of text in Latin]","United States -- History -- Revolution, 1775-1783 -- Drama.; Plays -- 1783.",87
N14161,,,Evans 17924,Free,"Emmons, Nathanael, 1745-1840.",1783,"A discourse concerning the process of the general judgment. In which the modern notions of universal salvation are particularly considered. / By Nathanael Emmons, A.M. Pastor of the church in Franklin. ; [Two lines of quotation]",Salvation.; Universalism.; Judgment Day.,75
N14166,,,Evans 17930,Free,"Fletcher, John, 1729-1785.",1783,An appeal to matter of fact and common sense. Or A rational demonstration of man's corrupt and lost estate. [Thirteen lines of quotations],"Sin, Original.; Salvation.",267
N14170,,,Evans 17937,Free,"Freneau, Philip Morin, 1752-1832.",1783,"New Year's verses addressed to the customers of the Freeman's journal, by the lad who carries it. January 8th, 1783.",Broadsides.; Carriers' addresses -- 1783.; Poems -- 1783.,2
N14182,,,Evans 17959,Free,"Gordon, William, 1728-1807.",1783,"The doctrine of final universal salvation examined and shown to be unscriptural: in answer to a pamphlet entitled Salvation for all men illustrated and vindicated as a Scripture doctrine. / By William Gordon, Pastor of the Third Church in Roxbury.","Chauncy, Charles, 1705-1787. -- Salvation for all men ...; Future punishment.; Salvation.; Universalism.",100
N14190,,,Evans 17968,Free,"Gurney, John, 1715?-1770.; Phipps, Joseph, 1708-1787. To the youth of Norwich Meeting.; Society of Friends. Philadelphia Yearly Meeting. Meeting for Sufferings.",1783,An affectionate address to the youth of Norwich Monthly Meeting. [Four lines of Scripture texts],Society of Friends. -- Norwich Monthly Meeting (England).; Bible. -- Selections.; Youth -- Conduct of life.,35
N14205,,,Evans 17993,Free,"Brackenridge, H. H. (Hugh Henry), 1748-1816, ed.; Knight, Dr. (John), d. 1838.; Slover, John, fl. 1773-1782.",1783,"Narratives of a late expedition against the Indians; ; with an account of the barbarous execution of Col. Crawford; and the wonderful escape of Dr. Knight and John Slover from captivity, in 1782.","Crawford, William, 1732-1782.; Crawford's Indian Campaign, Ohio, 1782.; Indian captivities; Ohio -- History -- Revolution, 1775-1783.; Captivity narratives.",38
N14214,,,Evans 18003,Free,"Lord, Benjamin, 1694-1784.; First Congregational Church (Norwich, Conn.).",1783,"The aged minister's solemn appeal to God, and serious address to his people. Being the substance of the tenth and eleventh annual discourses, after the half-century. Delivered at Norwich, Nov. 29, 1778. : With a dedicatory preface. / By Benjamin Lord, A.M. Senior Pastor of the First Church there.",Anniversary sermons -- 1778.,32
N14217,,,Evans 18006,Free,"M'Clure, David, 1748-1820.; New Hampshire. Act to incorporate an academy in the town of Exeter.",1783,"An oration on the advantages of an early education, delivered at Exeter, in the state of New Hampshire, May 1, 1783, at the opening of the Phillips Exeter Academy founded by the Hon. John Phillips, L.L.D. / By David M'Clure, A.M. Pastor of the Church at North-Hampton; and one of the trustees of said academy.",Phillips Exeter Academy.; Education.,28
N14218,,,Evans 18007,Free,"Mackenzie, Henry, 1745-1831.",1783,"The man of the world. A new work of entertainment, / by Mr. Mackenzie, of Edinburg. Author of Julia de Roubigne, and of The man of feeling. ; [Four lines of verse] ; The first[-third and last] volume.",,159
N14220,,,Evans 18009,Free,"Marsh, John, 1742-1821.; Mitchell, Stephen Mix, 1743-1835.",1783,"The great sin and danger of striving with God. A sermon preached at Wethersfield, December 13th, 1782. At the funeral of Mrs. Lydia Beadle, wife of the late William Beadle, and their four children, who were all murdered by his own hands on the morning of the 11th instant. / By John Marsh, A.M. Pastor of the First Church in Wethersfield. ; To which is annexed a letter, from a gentleman in Wethersfield to his friend, containing a narrative of the life of William Beadle, (so far as it is known) and the particulars of the massacre of himself and family.","Beadle, Lydia, 1750?-1782.; Beadle, William, 1730?-1782.; Beadle family.; Murder -- Connecticut -- Wethersfield.; Funeral sermons -- 1782.",37
N14243,,,Evans 18036,Free,"Moore, John, 1729-1802.; Freneau, Philip Morin, 1752-1832.; Hamilton, Douglas Hamilton, Duke of, 1756-1799, dedicatee.",1783,"A view of society and manners in France, Switzerland, Germany, and Italy: with anecdotes relating to some eminent characters. / Written by John Moore, M.D. during his travels through those countries, with His Grace, the present Duke of Hamilton. ; [Three lines of verse from Horace translated by Francis] ; The first volume.",France -- Social life and customs -- 18th century; Germany -- Social life and customs.; Switzerland -- Social life and customs.; Travel literature.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,628
N14262,,,Evans 18058,Free,American.,1783,"A new system of philosophy, or The Newtonean hypothesis examined. By an American.",Fluids.; Burns and scalds.,23
N14267,,,Evans 18073,Free,"Obscure individual.; Moylan, Stephen, 1734-1811.",1783,"Observations on a late pamphlet, entitled, ""Considerations upon the Society or order of the Cincinnati,"" clearly evincing the innocence and propriety of that honorable and respectable institution. In answer to vague conjectures, false insinuations, and ill-founded objections. / By an obscure individual. ; [Six lines of quotations]","Burke, Aedanus, 1743-1802. -- Considerations on the Society or Order of the Cincinnati.; Society of the Cincinnati.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.",32
N14271,,,Evans 18081,Free,"Penington, Isaac, 1616-1679.",1783,"Select pieces on religious subjects, first published about the middle of the last century. / By Isaac Penington.",Society of Friends -- Doctrinal and controversial works.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,167
N14273,,,Evans 18082,Free,"Penn, William, 1644-1718.",1783,"Tender counsel and advice, by way of epistle, to all those who are sensible of their day of visitation, and who have received the call of the Lord, by the light and spirit of His Son in their hearts, to partake of the great salvation, wherever scattered throughout the world; faith, hope and charity, which overcome the world, be multiplied among you. / By William Penn.",Christian life.,48
N14317,,,Evans 18129,Free,"Freneau, Philip Morin, 1752-1832.",1782,"New Year verses, addressed to those gentlemen who have been pleased to favor Francis Wrigley, news carrier, with their custom. January 1, 1783.",Broadsides.; Carriers' addresses -- 1783.; Poems -- 1782.,2
N14323,,,Evans 18142,Free,Lady.,1783,"The precipitate choice: or, The history of Lord Ossory and Miss Rivers. A novel. : In two volumes. / By a lady. ; Vol. I-[II].",,138
